UF;regional;municipio
MG;SRE UBERABA;PEDRINÓPOLIS
MG;SRE UBERABA;PIRAJUBA
MG;SRE UBERABA;PLANURA
MG;SRE UBERABA;PRATINHA
MG;SRE UBERABA;SACRAMENTO
MG;SRE UBERABA;SANTA JULIANA
MG;SRE UBERABA;SÃO FRANCISCO DE SALES
MG;SRE UBERABA;TAPIRA
MG;SRE UBERABA;UBERABA
MG;SRE UBERABA;UNIÃO DE MINAS
MG;SRE UBERABA;VERÍSSIMO
MG;SRE UBERLÂNDIA;ARAGUARI
MG;SRE UBERLÂNDIA;ARAPORÃ
MG;SRE UBERLÂNDIA;CAMPINA VERDE
MG;SRE UBERLÂNDIA;INDIANÓPOLIS
MG;SRE UBERLÂNDIA;MONTE ALEGRE DE MINAS
MG;SRE UBERLÂNDIA;NOVA PONTE
MG;SRE UBERLÂNDIA;PRATA
MG;SRE UBERLÂNDIA;TUPACIGUARA
MG;SRE UBERLÂNDIA;UBERLÂNDIA
MG;SRE UNAÍ;ARINOS
MG;SRE UNAÍ;BONFINÓPOLIS DE MINAS
MG;SRE UNAÍ;BURITIS
MG;SRE UNAÍ;CABECEIRA GRANDE
MG;SRE UNAÍ;DOM BOSCO
MG;SRE UNAÍ;FORMOSO
MG;SRE UNAÍ;NATALÂNDIA
MG;SRE UNAÍ;RIACHINHO
MG;SRE UNAÍ;UNAÍ
MG;SRE UNAÍ;URUANA DE MINAS
MG;SRE VARGINHA;ALFENAS
MG;SRE VARGINHA;BOA ESPERANÇA
MG;SRE VARGINHA;CAMBUQUIRA
MG;SRE VARGINHA;CAMPANHA
MG;SRE VARGINHA;CAMPO DO MEIO
MG;SRE VARGINHA;CAMPOS GERAIS
MG;SRE VARGINHA;CARMO DA CACHOEIRA
MG;SRE VARGINHA;CARVALHÓPOLIS
MG;SRE VARGINHA;COQUEIRAL
MG;SRE VARGINHA;CORDISLÂNDIA
MG;SRE VARGINHA;ELÓI MENDES
MG;SRE VARGINHA;FAMA
MG;SRE VARGINHA;GUAPÉ
MG;SRE VARGINHA;ILICÍNEA
MG;SRE VARGINHA;LAMBARI
MG;SRE VARGINHA;LUMINÁRIAS
MG;SRE VARGINHA;MACHADO
MG;SRE VARGINHA;MONSENHOR PAULO
MG;SRE VARGINHA;NEPOMUCENO
MG;SRE VARGINHA;PARAGUAÇU
MG;SRE VARGINHA;POÇO FUNDO
MG;SRE VARGINHA;SANTANA DA VARGEM
MG;SRE VARGINHA;SÃO BENTO ABADE
MG;SRE VARGINHA;SÃO GONÇALO DO SAPUCAÍ
MG;SRE VARGINHA;TRÊS CORAÇÕES
MG;SRE VARGINHA;TRÊS PONTAS
MG;SRE VARGINHA;TURVOLÂNDIA
MG;SRE VARGINHA;VARGINHA
SP;ADAMANTINA;ADAMANTINA
SP;JOSE BONIFACIO;ADOLFO
SP;SAO JOAO DA BOA VISTA;AGUAI
SP;SAO JOAO DA BOA VISTA;AGUAS DA PRATA
SP;MOGI MIRIM;AGUAS DE LINDOIA
SP;AVARE;AGUAS DE SANTA BARBARA
SP;PIRACICABA;AGUAS DE SAO PEDRO
SP;BAURU;AGUDOS
SP;ITAPETININGA;ALAMBARI
SP;PRESIDENTE PRUDENTE;ALFREDO MARCONDES
SP;BARRETOS;ALTAIR
SP;RIBEIRAO PRETO;ALTINOPOLIS
SP;PENAPOLIS;ALTO ALEGRE
SP;SAO ROQUE;ALUMINIO
SP;VOTUPORANGA;ALVARES FLORENCE
SP;PRESIDENTE PRUDENTE;ALVARES MACHADO
SP;MARILIA;ALVARO DE CARVALHO
SP;MARILIA;ALVINLANDIA
SP;AMERICANA;AMERICANA
SP;ARARAQUARA;AMERICO BRASILIENSE
SP;VOTUPORANGA;AMERICO DE CAMPOS
SP;MOGI MIRIM;AMPARO
SP;PIRASSUNUNGA;ANALANDIA
SP;ANDRADINA;ANDRADINA
SP;ITAPETININGA;ANGATUBA
SP;BOTUCATU;ANHEMBI
SP;PRESIDENTE PRUDENTE;ANHUMAS
SP;GUARATINGUETA;APARECIDA
SP;JALES;APARECIDA D'OESTE
SP;APIAI;APIAI
SP;SAO ROQUE;ARACARIGUAMA
SP;ARACATUBA;ARACATUBA
SP;VOTORANTIM;ARACOIABA DA SERRA
SP;SAO JOAQUIM DA BARRA;ARAMINA
SP;AVARE;ARANDU
SP;GUARATINGUETA;ARAPEI
SP;ARARAQUARA;ARARAQUARA
SP;PIRASSUNUNGA;ARARAS
SP;TUPA;ARCO-IRIS
SP;BAURU;AREALVA
SP;GUARATINGUETA;AREIAS
SP;BOTUCATU;AREIOPOLIS
SP;CATANDUVA;ARIRANHA
SP;LIMEIRA;ARTUR NOGUEIRA
SP;JACAREI;ARUJA
SP;JALES;ASPASIA
SP;ASSIS;ASSIS
SP;BRAGANCA PAULISTA;ATIBAIA
SP;JALES;AURIFLAMA
SP;BAURU;AVAI
SP;PENAPOLIS;AVANHANDAVA
SP;AVARE;AVARE
SP;SAO JOSE DO RIO PRETO;BADY BASSITT
SP;BAURU;BALBINOS
SP;JOSE BONIFACIO;BALSAMO
SP;GUARATINGUETA;BANANAL
SP;ITARARE;BARAO DE ANTONINA
SP;PENAPOLIS;BARBOSA
SP;JAU;BARIRI
SP;JAU;BARRA BONITA
SP;APIAI;BARRA DO CHAPEU
SP;REGISTRO;BARRA DO TURVO
SP;BARRETOS;BARRETOS
SP;SERTAOZINHO;BARRINHA
SP;ITAPEVI;BARUERI
SP;TUPA;BASTOS
SP;RIBEIRAO PRETO;BATATAIS
SP;BAURU;BAURU
SP;JABOTICABAL;BEBEDOURO
SP;ARACATUBA;BENTO DE ABREU
SP;OURINHOS;BERNARDINO DE CAMPOS
SP;SANTOS;BERTIOGA
SP;BIRIGUI;BILAC
SP;BIRIGUI;BIRIGUI
SP;MOGI DAS CRUZES;BIRITIBA-MIRIM
SP;ARARAQUARA;BOA ESPERANCA DO SUL
SP;JAU;BOCAINA
SP;BOTUCATU;BOFETE
SP;ITU;BOITUVA
SP;BRAGANCA PAULISTA;BOM JESUS DOS PERDOES
SP;ITARARE;BOM SUCESSO DE ITARARE
SP;ASSIS;BORA
SP;JAU;BORACEIA
SP;TAQUARITINGA;BORBOREMA
SP;JAU;BOREBI
SP;BOTUCATU;BOTUCATU
SP;BRAGANCA PAULISTA;BRAGANCA PAULISTA
SP;PENAPOLIS;BRAUNA
SP;BIRIGUI;BREJO ALEGRE
SP;RIBEIRAO PRETO;BRODOWSKI
SP;JAU;BROTAS
SP;ITAPEVA;BURI
SP;BIRIGUI;BURITAMA
SP;SAO JOAQUIM DA BARRA;BURITIZAL
SP;BAURU;CABRALIA PAULISTA
SP;ITU;CABREUVA
SP;TAUBATE;CACAPAVA
SP;GUARATINGUETA;CACHOEIRA PAULISTA
SP;SAO JOAO DA BOA VISTA;CACONDE
SP;LINS;CAFELANDIA
SP;PRESIDENTE PRUDENTE;CAIABU
SP;CAIEIRAS;CAIEIRAS
SP;SANTO ANASTACIO;CAIUA
SP;CAIEIRAS;CAJAMAR
SP;REGISTRO;CAJATI
SP;CATANDUVA;CAJOBI
SP;RIBEIRAO PRETO;CAJURU
SP;ITAPETININGA;CAMPINA DO MONTE ALEGRE
SP;Campinas;CAMPINAS
SP;JUNDIAI;CAMPO LIMPO PAULISTA
SP;PINDAMONHANGABA;CAMPOS DO JORDAO
SP;OURINHOS;CAMPOS NOVOS PAULISTA
SP;REGISTRO;CANANEIA
SP;GUARATINGUETA;CANAS
SP;ASSIS;CANDIDO MOTA
SP;TAQUARITINGA;CANDIDO RODRIGUES
SP;OURINHOS;CANITAR
SP;ITAPEVA;CAPAO BONITO
SP;VOTORANTIM;CAPELA DO ALTO
SP;CAPIVARI;CAPIVARI
SP;CARAGUATATUBA;CARAGUATATUBA
SP;CARAPICUIBA;CARAPICUIBA
SP;VOTUPORANGA;CARDOSO
SP;SAO JOAO DA BOA VISTA;CASA BRANCA
SP;RIBEIRAO PRETO;CASSIA DOS COQUEIROS
SP;ANDRADINA;CASTILHO
SP;CATANDUVA;CATANDUVA
SP;CATANDUVA;CATIGUA
SP;SAO JOSE DO RIO PRETO;CEDRAL
SP;AVARE;CERQUEIRA CESAR
SP;ITU;CERQUILHO
SP;BOTUCATU;CESARIO LANGE
SP;PIRACICABA;CHARQUEADA
SP;OURINHOS;CHAVANTES
SP;PENAPOLIS;CLEMENTINA
SP;BARRETOS;COLINA
SP;BARRETOS;COLOMBIA
SP;MOGI MIRIM;CONCHAL
SP;BOTUCATU;CONCHAS
SP;LIMEIRA;CORDEIROPOLIS
SP;BIRIGUI;COROADOS
SP;ITARARE;CORONEL MACEDO
SP;SAO CARLOS;CORUMBATAI
SP;LIMEIRA;COSMOPOLIS
SP;VOTUPORANGA;COSMORAMA
SP;CARAPICUIBA;COTIA
SP;RIBEIRAO PRETO;CRAVINHOS
SP;FRANCA;CRISTAIS PAULISTA
SP;ASSIS;CRUZALIA
SP;GUARATINGUETA;CRUZEIRO
SP;SANTOS;CUBATAO
SP;GUARATINGUETA;CUNHA
SP;SAO CARLOS;DESCALVADO
SP;DIADEMA;DIADEMA
SP;JALES;DIRCE REIS
SP;SAO JOAO DA BOA VISTA;DIVINOLANDIA
SP;TAQUARITINGA;DOBRADA
SP;JAU;DOIS CORREGOS
SP;JALES;DOLCINOPOLIS
SP;SAO CARLOS;DOURADO
SP;ADAMANTINA;DRACENA
SP;BAURU;DUARTINA
SP;SERTAOZINHO;DUMONT
SP;MARILIA;ECHAPORA
SP;REGISTRO;ELDORADO
SP;CAPIVARI;ELIAS FAUSTO
SP;CATANDUVA;ELISIARIO
SP;CATANDUVA;EMBAUBA
SP;TABOAO DA SERRA;EMBU DAS ARTES
SP;ITAPECERICA DA SERRA;EMBU GUACU
SP;SANTO ANASTACIO;EMILIANOPOLIS
SP;LIMEIRA;ENGENHEIRO COELHO
SP;SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL
SP;OURINHOS;ESPIRITO SANTO DO TURVO
SP;MOGI MIRIM;ESTIVA GERBI
SP;MIRANTE DO PARANAPANEMA;ESTRELA DO NORTE
SP;FERNANDOPOLIS;ESTRELA D'OESTE
SP;MIRANTE DO PARANAPANEMA;EUCLIDES DA CUNHA PAULISTA
SP;PIRAJU;FARTURA
SP;TAQUARITINGA;FERNANDO PRESTES
SP;FERNANDOPOLIS;FERNANDOPOLIS
SP;MARILIA;FERNAO
SP;SUZANO;FERRAZ DE VASCONCELOS
SP;ADAMANTINA;FLORA RICA
SP;VOTUPORANGA;FLOREAL
SP;ADAMANTINA;FLORIDA PAULISTA
SP;ASSIS;FLORINIA
SP;FRANCA;FRANCA
SP;CAIEIRAS;FRANCISCO MORATO
SP;CAIEIRAS;FRANCO DA ROCHA
SP;BIRIGUI;GABRIEL MONTEIRO
SP;MARILIA;GALIA
SP;MARILIA;GARCA
SP;VOTUPORANGA;GASTAO VIDIGAL
SP;ARARAQUARA;GAVIAO PEIXOTO
SP;FERNANDOPOLIS;GENERAL SALGADO
SP;LINS;GETULINA
SP;BIRIGUI;GLICERIO
SP;LINS;GUAICARA
SP;LINS;GUAIMBE
SP;BARRETOS;GUAIRA
SP;SAO JOSE DO RIO PRETO;GUAPIACU
SP;APIAI;GUAPIARA
SP;SAO JOAQUIM DA BARRA;GUARA
SP;ANDRADINA;GUARACAI
SP;BARRETOS;GUARACI
SP;FERNANDOPOLIS;GUARANI D OESTE
SP;LINS;GUARANTA
SP;ARACATUBA;GUARARAPES
SP;JACAREI;GUARAREMA
SP;GUARATINGUETA;GUARATINGUETA
SP;ITAPETININGA;GUAREI
SP;JABOTICABAL;GUARIBA
SP;SANTOS;GUARUJA
SP;Guarulhos;GUARULHOS
SP;JABOTICABAL;GUATAPARA
SP;JALES;GUZOLANDIA
SP;TUPA;HERCULANDIA
SP;MOGI MIRIM;HOLAMBRA
SP;SUMARE;HORTOLANDIA
SP;BAURU;IACANGA
SP;TUPA;IACRI
SP;AVARE;IARAS
SP;SAO CARLOS;IBATE
SP;SAO JOSE DO RIO PRETO;IBIRA
SP;OURINHOS;IBIRAREMA
SP;TAQUARITINGA;IBITINGA
SP;SAO ROQUE;IBIUNA
SP;SAO JOSE DO RIO PRETO;ICEM
SP;ASSIS;IEPE
SP;JAU;IGARACU DO TIETE
SP;SAO JOAQUIM DA BARRA;IGARAPAVA
SP;JACAREI;IGARATA
SP;MIRACATU;IGUAPE
SP;MIRACATU;ILHA COMPRIDA
SP;ANDRADINA;ILHA SOLTEIRA
SP;CARAGUATATUBA;ILHABELA
SP;CAPIVARI;INDAIATUBA
SP;PRESIDENTE PRUDENTE;INDIANA
SP;FERNANDOPOLIS;INDIAPORA
SP;ADAMANTINA;INUBIA PAULISTA
SP;OURINHOS;IPAUSSU
SP;ITU;IPERO
SP;LIMEIRA;IPEUNA
SP;SAO JOSE DO RIO PRETO;IPIGUA
SP;APIAI;IPORANGA
SP;SAO JOAQUIM DA BARRA;IPUA
SP;LIMEIRA;IRACEMAPOLIS
SP;JOSE BONIFACIO;IRAPUA
SP;ADAMANTINA;IRAPURU
SP;ITARARE;ITABERA
SP;AVARE;ITAI
SP;CATANDUVA;ITAJOBI
SP;JAU;ITAJU
SP;SAO VICENTE;ITANHAEM
SP;APIAI;ITAOCA
SP;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA
SP;ITAPETININGA;ITAPETININGA
SP;ITAPEVA;ITAPEVA
SP;ITAPEVI;ITAPEVI
SP;MOGI MIRIM;ITAPIRA
SP;APIAI;ITAPIRAPUA PAULISTA
SP;TAQUARITINGA;ITAPOLIS
SP;ITARARE;ITAPORANGA
SP;JAU;ITAPUI
SP;ANDRADINA;ITAPURA
SP;ITAQUAQUECETUBA;ITAQUAQUECETUBA
SP;ITARARE;ITARARE
SP;MIRACATU;ITARIRI
SP;JUNDIAI;ITATIBA
SP;BOTUCATU;ITATINGA
SP;SAO CARLOS;ITIRAPINA
SP;FRANCA;ITIRAPUA
SP;SAO JOAO DA BOA VISTA;ITOBI
SP;ITU;ITU
SP;JUNDIAI;ITUPEVA
SP;SAO JOAQUIM DA BARRA;ITUVERAVA
SP;BARRETOS;JABORANDI
SP;JABOTICABAL;JABOTICABAL
SP;JACAREI;JACAREI
SP;JOSE BONIFACIO;JACI
SP;REGISTRO;JACUPIRANGA
SP;Campinas;JAGUARIUNA
SP;JALES;JALES
SP;TAUBATE;JAMBEIRO
SP;ITAPEVI;JANDIRA
SP;SERTAOZINHO;JARDINOPOLIS
SP;JUNDIAI;JARINU
SP;JAU;JAU
SP;FRANCA;JERIQUARA
SP;BRAGANCA PAULISTA;JOANOPOLIS
SP;TUPA;JOAO RAMALHO
SP;JOSE BONIFACIO;JOSE BONIFACIO
SP;MARILIA;JULIO MESQUITA
SP;ITU;JUMIRIM
SP;JUNDIAI;JUNDIAI
SP;ADAMANTINA;JUNQUEIROPOLIS
SP;MIRACATU;JUQUIA
SP;ITAPECERICA DA SERRA;JUQUITIBA
SP;TAUBATE;LAGOINHA
SP;BOTUCATU;LARANJAL PAULISTA
SP;ANDRADINA;LAVINIA
SP;GUARATINGUETA;LAVRINHAS
SP;PIRASSUNUNGA;LEME
SP;BAURU;LENCOIS PAULISTA
SP;LIMEIRA;LIMEIRA
SP;MOGI MIRIM;LINDOIA
SP;LINS;LINS
SP;GUARATINGUETA;LORENA
SP;BIRIGUI;LOURDES
SP;JUNDIAI;LOUVEIRA
SP;ADAMANTINA;LUCELIA
SP;BAURU;LUCIANOPOLIS
SP;RIBEIRAO PRETO;LUIS ANTONIO
SP;PENAPOLIS;LUIZIANIA
SP;MARILIA;LUPERCIO
SP;ASSIS;LUTECIA
SP;JAU;MACATUBA
SP;VOTUPORANGA;MACAUBAL
SP;FERNANDOPOLIS;MACEDONIA
SP;FERNANDOPOLIS;MAGDA
SP;SAO ROQUE;MAIRINQUE
SP;CAIEIRAS;MAIRIPORA
SP;PIRAJU;MANDURI
SP;SANTO ANASTACIO;MARABA PAULISTA
SP;ASSIS;MARACAI
SP;CATANDUVA;MARAPOAMA
SP;ADAMANTINA;MARIAPOLIS
SP;MARILIA;MARILIA
SP;JALES;MARINOPOLIS
SP;PRESIDENTE PRUDENTE;MARTINOPOLIS
SP;ARARAQUARA;MATAO
SP;MAUA;MAUA
SP;JOSE BONIFACIO;MENDONCA
SP;FERNANDOPOLIS;MERIDIANO
SP;JALES;MESOPOLIS
SP;SAO JOAQUIM DA BARRA;MIGUELOPOLIS
SP;JAU;MINEIROS DO TIETE
SP;FERNANDOPOLIS;MIRA ESTRELA
SP;MIRACATU;MIRACATU
SP;ANDRADINA;MIRANDOPOLIS
SP;MIRANTE DO PARANAPANEMA;MIRANTE DO PARANAPANEMA
SP;JOSE BONIFACIO;MIRASSOL
SP;SAO JOSE DO RIO PRETO;MIRASSOLANDIA
SP;SAO JOAO DA BOA VISTA;MOCOCA
SP;MOGI DAS CRUZES;MOGI DAS CRUZES
SP;MOGI MIRIM;MOGI GUACU
SP;MOGI MIRIM;MOGI MIRIM
SP;CAPIVARI;MOMBUCA
SP;VOTUPORANGA;MONCOES
SP;SAO VICENTE;MONGAGUA
SP;MOGI MIRIM;MONTE ALEGRE DO SUL
SP;JABOTICABAL;MONTE ALTO
SP;JOSE BONIFACIO;MONTE APRAZIVEL
SP;JABOTICABAL;MONTE AZUL PAULISTA
SP;ADAMANTINA;MONTE CASTELO
SP;CAPIVARI;MONTE MOR
SP;SAO JOSE DOS CAMPOS;MONTEIRO LOBATO
SP;SAO JOAQUIM DA BARRA;MORRO AGUDO
SP;BRAGANCA PAULISTA;MORUNGABA
SP;ARARAQUARA;MOTUCA
SP;ANDRADINA;MURUTINGA DO SUL
SP;ASSIS;NANTES
SP;MIRANTE DO PARANAPANEMA;NARANDIBA
SP;TAUBATE;NATIVIDADE DA SERRA
SP;BRAGANCA PAULISTA;NAZARE PAULISTA
SP;JOSE BONIFACIO;NEVES PAULISTA
SP;VOTUPORANGA;NHANDEARA
SP;JOSE BONIFACIO;NIPOA
SP;JOSE BONIFACIO;NOVA ALIANCA
SP;ITAPEVA;NOVA CAMPINA
SP;JALES;NOVA CANAA PAULISTA
SP;VOTUPORANGA;NOVA CASTILHO
SP;ARARAQUARA;NOVA EUROPA
SP;SAO JOSE DO RIO PRETO;NOVA GRANADA
SP;ADAMANTINA;NOVA GUATAPORANGA
SP;ANDRADINA;NOVA INDEPENDENCIA
SP;VOTUPORANGA;NOVA LUZITANIA
SP;AMERICANA;NOVA ODESSA
SP;CATANDUVA;NOVAIS
SP;CATANDUVA;NOVO HORIZONTE
SP;SAO JOAQUIM DA BARRA;NUPORANGA
SP;MARILIA;OCAUCU
SP;PIRAJU;OLEO
SP;BARRETOS;OLIMPIA
SP;SAO JOSE DO RIO PRETO;ONDA VERDE
SP;MARILIA;ORIENTE
SP;SAO JOSE DO RIO PRETO;ORINDIUVA
SP;SAO JOAQUIM DA BARRA;ORLANDIA
SP;OSASCO;OSASCO
SP;MARILIA;OSCAR BRESSANE
SP;ADAMANTINA;OSVALDO CRUZ
SP;OURINHOS;OURINHOS
SP;ADAMANTINA;OURO VERDE
SP;FERNANDOPOLIS;OUROESTE
SP;ADAMANTINA;PACAEMBU
SP;SAO JOSE DO RIO PRETO;PALESTINA
SP;CATANDUVA;PALMARES PAULISTA
SP;JALES;PALMEIRA D'OESTE
SP;ASSIS;PALMITAL
SP;ADAMANTINA;PANORAMA
SP;ASSIS;PARAGUACU PAULISTA
SP;TAUBATE;PARAIBUNA
SP;CATANDUVA;PARAISO
SP;ITAPETININGA;PARANAPANEMA
SP;JALES;PARANAPUA
SP;TUPA;PARAPUA
SP;BOTUCATU;PARDINHO
SP;REGISTRO;PARIQUERA-ACU
SP;VOTUPORANGA;PARISI
SP;FRANCA;PATROCINIO PAULISTA
SP;ADAMANTINA;PAULICEIA
SP;SUMARE;PAULINIA
SP;BAURU;PAULISTANIA
SP;VOTUPORANGA;PAULO DE FARIA
SP;JAU;PEDERNEIRAS
SP;BRAGANCA PAULISTA;PEDRA BELA
SP;FERNANDOPOLIS;PEDRANOPOLIS
SP;FRANCA;PEDREGULHO
SP;MOGI MIRIM;PEDREIRA
SP;ASSIS;PEDRINHAS PAULISTA
SP;MIRACATU;PEDRO DE TOLEDO
SP;PENAPOLIS;PENAPOLIS
SP;ANDRADINA;PEREIRA BARRETO
SP;BOTUCATU;PEREIRAS
SP;SAO VICENTE;PERUIBE
SP;BIRIGUI;PIACATU
SP;VOTORANTIM;PIEDADE
SP;VOTORANTIM;PILAR DO SUL
SP;PINDAMONHANGABA;PINDAMONHANGABA
SP;CATANDUVA;PINDORAMA
SP;BRAGANCA PAULISTA;PINHALZINHO
SP;SANTO ANASTACIO;PIQUEROBI
SP;GUARATINGUETA;PIQUETE
SP;BRAGANCA PAULISTA;PIRACAIA
SP;PIRACICABA;PIRACICABA
SP;PIRAJU;PIRAJU
SP;BAURU;PIRAJUI
SP;TAQUARITINGA;PIRANGI
SP;ITAPEVI;PIRAPORA DO BOM JESUS
SP;PRESIDENTE PRUDENTE;PIRAPOZINHO
SP;PIRASSUNUNGA;PIRASSUNUNGA
SP;BAURU;PIRATININGA
SP;SERTAOZINHO;PITANGUEIRAS
SP;JOSE BONIFACIO;PLANALTO
SP;ASSIS;PLATINA
SP;ITAQUAQUECETUBA;POA
SP;JOSE BONIFACIO;POLONI
SP;MARILIA;POMPEIA
SP;LINS;PONGAI
SP;SERTAOZINHO;PONTAL
SP;JALES;PONTALINDA
SP;VOTUPORANGA;PONTES GESTAL
SP;FERNANDOPOLIS;POPULINA
SP;BOTUCATU;PORANGABA
SP;ITU;PORTO FELIZ
SP;PIRASSUNUNGA;PORTO FERREIRA
SP;GUARATINGUETA;POTIM
SP;SAO JOSE DO RIO PRETO;POTIRENDABA
SP;ADAMANTINA;PRACINHA
SP;JABOTICABAL;PRADOPOLIS
SP;SAO VICENTE;PRAIA GRANDE
SP;BOTUCATU;PRATANIA
SP;BAURU;PRESIDENTE ALVES
SP;SANTO ANASTACIO;PRESIDENTE BERNARDES
SP;SANTO ANASTACIO;PRESIDENTE EPITACIO
SP;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE
SP;SANTO ANASTACIO;PRESIDENTE VENCESLAU
SP;LINS;PROMISSAO
SP;BOTUCATU;QUADRA
SP;TUPA;QUATA
SP;TUPA;QUEIROZ
SP;GUARATINGUETA;QUELUZ
SP;TUPA;QUINTANA
SP;CAPIVARI;RAFARD
SP;TUPA;RANCHARIA
SP;TAUBATE;REDENCAO DA SERRA
SP;PRESIDENTE PRUDENTE;REGENTE FEIJO
SP;BAURU;REGINOPOLIS
SP;REGISTRO;REGISTRO
SP;FRANCA;RESTINGA
SP;APIAI;RIBEIRA
SP;SAO CARLOS;RIBEIRAO BONITO
SP;APIAI;RIBEIRAO BRANCO
SP;FRANCA;RIBEIRAO CORRENTE
SP;OURINHOS;RIBEIRAO DO SUL
SP;SANTO ANASTACIO;RIBEIRAO DOS INDIOS
SP;ITAPEVA;RIBEIRAO GRANDE
SP;MAUA;RIBEIRAO PIRES
SP;RIBEIRAO PRETO;RIBEIRAO PRETO
SP;FRANCA;RIFAINA
SP;ARARAQUARA;RINCAO
SP;TUPA;RINOPOLIS
SP;LIMEIRA;RIO CLARO
SP;CAPIVARI;RIO DAS PEDRAS
SP;MAUA;RIO GRANDE DA SERRA
SP;VOTUPORANGA;RIOLANDIA
SP;ITARARE;RIVERSUL
SP;MIRANTE DO PARANAPANEMA;ROSANA
SP;GUARATINGUETA;ROSEIRA
SP;ARACATUBA;RUBIACEA
SP;JALES;RUBINEIA
SP;LINS;SABINO
SP;ADAMANTINA;SAGRES
SP;JOSE BONIFACIO;SALES
SP;SAO JOAQUIM DA BARRA;SALES OLIVEIRA
SP;MOGI DAS CRUZES;SALESOPOLIS
SP;ADAMANTINA;SALMOURAO
SP;PIRACICABA;SALTINHO
SP;ITU;SALTO
SP;VOTORANTIM;SALTO DE PIRAPORA
SP;OURINHOS;SALTO GRANDE
SP;MIRANTE DO PARANAPANEMA;SANDOVALINA
SP;CATANDUVA;SANTA ADELIA
SP;JALES;SANTA ALBERTINA
SP;AMERICANA;SANTA BARBARA D'OESTE
SP;JACAREI;SANTA BRANCA
SP;JALES;SANTA CLARA D'OESTE
SP;PIRASSUNUNGA;SANTA CRUZ DA CONCEICAO
SP;RIBEIRAO PRETO;SANTA CRUZ DA ESPERANCA
SP;PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS
SP;OURINHOS;SANTA CRUZ DO RIO PARDO
SP;TAQUARITINGA;SANTA ERNESTINA
SP;JALES;SANTA FE DO SUL
SP;LIMEIRA;SANTA GERTRUDES
SP;JACAREI;SANTA ISABEL
SP;ARARAQUARA;SANTA LUCIA
SP;PIRACICABA;SANTA MARIA DA SERRA
SP;ADAMANTINA;SANTA MERCEDES
SP;PIRASSUNUNGA;SANTA RITA DO PASSA QUATRO
SP;JALES;SANTA RITA D'OESTE
SP;RIBEIRAO PRETO;SANTA ROSA DE VITERBO
SP;JALES;SANTA SALETE
SP;JALES;SANTANA DA PONTE PENSA
SP;ITAPEVI;SANTANA DE PARNAIBA
SP;SANTO ANASTACIO;SANTO ANASTACIO
SP;SANTO ANDRE;SANTO ANDRE
SP;RIBEIRAO PRETO;SANTO ANTONIO DA ALEGRIA
SP;MOGI MIRIM;SANTO ANTONIO DE POSSE
SP;ARACATUBA;SANTO ANTONIO DO ARACANGUA
SP;SAO JOAO DA BOA VISTA;SANTO ANTONIO DO JARDIM
SP;PINDAMONHANGABA;SANTO ANTONIO DO PINHAL
SP;PRESIDENTE PRUDENTE;SANTO EXPEDITO
SP;PENAPOLIS;SANTOPOLIS DO AGUAPEI
SP;SANTOS;SANTOS
SP;PINDAMONHANGABA;SAO BENTO DO SAPUCAI
SP;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO
SP;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL
SP;SAO CARLOS;SAO CARLOS
SP;JALES;SAO FRANCISCO
SP;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA
SP;FERNANDOPOLIS;SAO JOAO DAS DUAS PONTES
SP;FERNANDOPOLIS;SAO JOAO DE IRACEMA
SP;ADAMANTINA;SAO JOAO DO PAU D'ALHO
SP;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA
SP;FRANCA;SAO JOSE DA BELA VISTA
SP;GUARATINGUETA;SAO JOSE DO BARREIRO
SP;SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO
SP;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO
SP;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS
SP;ITAPECERICA DA SERRA;SAO LOURENCO DA SERRA
SP;TAUBATE;SAO LUIZ DO PARAITINGA
SP;BOTUCATU;SAO MANUEL
SP;ITAPETININGA;SAO MIGUEL ARCANJO
SP;São Paulo;SAO PAULO
SP;PIRACICABA;SAO PEDRO
SP;OURINHOS;SAO PEDRO DO TURVO
SP;SAO ROQUE;SAO ROQUE
SP;CARAGUATATUBA;SAO SEBASTIAO
SP;SAO JOAO DA BOA VISTA;SAO SEBASTIAO DA GRAMA
SP;RIBEIRAO PRETO;SAO SIMAO
SP;SAO VICENTE;SAO VICENTE
SP;ITAPETININGA;SARAPUI
SP;PIRAJU;SARUTAIA
SP;VOTUPORANGA;SEBASTIANOPOLIS DO SUL
SP;RIBEIRAO PRETO;SERRA AZUL
SP;MOGI MIRIM;SERRA NEGRA
SP;RIBEIRAO PRETO;SERRANA
SP;SERTAOZINHO;SERTAOZINHO
SP;REGISTRO;SETE BARRAS
SP;BARRETOS;SEVERINIA
SP;GUARATINGUETA;SILVEIRAS
SP;BRAGANCA PAULISTA;SOCORRO
