UF,regional,municipio,co_municipio,no_municipio
MG,SRE CONSELHEIRO LAFAIETE,DESTERRO DE ENTRE RIOS,3121407,Desterro de Entre Rios
MG,SRE BARBACENA,DESTERRO DO MELO,3121506,Desterro do Melo
RS,32º CRE (São Luiz Gonzaga),Dezesseis de Novembro,4306353,Dezesseis de Novembro
SP,DIADEMA,DIADEMA,3513801,Diadema
PB,Itaporanga,Diamante,2505600,Diamante
PR,TOLEDO,DIAMANTE D'OESTE,4107157,Diamante D'Oeste
PR,LOANDA,DIAMANTE DO NORTE,4107108,Diamante do Norte
PR,LARANJEIRAS DO SUL,DIAMANTE DO SUL,4107124,Diamante do Sul
MG,SRE DIAMANTINA,DIAMANTINA,3121605,Diamantina
MT,DIAMANTINO,Diamantino,5103502,Diamantino
TO,DIANOPOLIS,Dianópolis,1707009,Dianópolis
BA,26,Dias d'Ávila,2910057,Dias d'Ávila
RS,8º CRE (Santa Maria),Dilermando de Aguiar,4306379,Dilermando de Aguiar
MG,SRE OURO PRETO,DIOGO DE VASCONCELOS,3121704,Diogo de Vasconcelos
MG,SRE NOVA ERA,DIONÍSIO,3121803,Dionísio
SC,Coordenadoria Regional de Educação de Dionísio Cerqueira,Dionísio Cerqueira,4205001,Dionísio Cerqueira
GO,CRE-IPORÁ,DIORAMA,5207105,Diorama
SP,JALES,DIRCE REIS,3513850,Dirce Reis
PI,13ª,DIRCEU ARCOVERDE,2203354,Dirceu Arcoverde
SE,DRE04,DIVINA PASTORA,2802007,Divina Pastora
MG,SRE UBÁ,DIVINÉSIA,3121902,Divinésia
MG,SRE CARANGOLA,DIVINO,3122009,Divino
MG,SRE GOVERNADOR VALADARES,DIVINO DAS LARANJEIRAS,3122108,Divino das Laranjeiras
ES,SRE Guaçuí,Divino de São Lourenço,3201803,Divino de São Lourenço
SP,SAO JOAO DA BOA VISTA,DIVINOLANDIA,3513900,Divinolândia
MG,SRE GUANHÃES,DIVINOLÂNDIA DE MINAS,3122207,Divinolândia de Minas
MG,SRE DIVINÓPOLIS,DIVINÓPOLIS,3122306,Divinópolis
GO,CRE-CAMPOS BELOS,DIVINÓPOLIS DE GOIÁS,5208301,Divinópolis de Goiás
TO,PARAISO DO TOCANTINS,Divinópolis do Tocantins,1707108,Divinópolis do Tocantins
MG,SRE ALMENARA,DIVISA ALEGRE,3122355,Divisa Alegre
MG,SRE POÇOS DE CALDAS,DIVISA NOVA,3122405,Divisa Nova
MG,SRE ALMENARA,DIVISÓPOLIS,3122454,Divisópolis
SP,TAQUARITINGA,DOBRADA,3514007,Dobrada
SP,JAU,DOIS CORREGOS,3514106,Dois Córregos
RS,2º CRE (São Leopoldo),Dois Irmãos,4306403,Dois Irmãos
RS,20º CRE (Palmeira das Missões),Dois Irmãos das Missões,4306429,Dois Irmãos das Missões
MS,CRE 1,Dois Irmãos do Buriti,5003488,Dois Irmãos do Buriti
TO,MIRACEMA DO TOCANTINS,Dois Irmãos do Tocantins,1707207,Dois Irmãos do Tocantins
RS,16º CRE (Bento Gonçalves),Dois Lajeados,4306452,Dois Lajeados
AL,6a GEE,Dois Riachos,2702504,Dois Riachos
PR,DOIS VIZINHOS,DOIS VIZINHOS,4107207,Dois Vizinhos
SP,JALES,DOLCINOPOLIS,3514205,Dolcinópolis
MT,RONDONÓPOLIS,Dom Aquino,5103601,Dom Aquino
BA,13,Dom Basílio,2910107,Dom Basílio
MG,SRE UNAÍ,DOM BOSCO,3122470,Dom Bosco
MG,SRE CARATINGA,DOM CAVATI,3122504,Dom Cavati
PA,Mãe do rio,dom eliseu,1502939,Dom Eliseu
PI,09ª,DOM EXPEDITO LOPES,2203404,Dom Expedito Lopes
RS,12º CRE (Guaíba),Dom Feliciano,4306502,Dom Feliciano
PI,13ª,DOM INOCENCIO,2203453,Dom Inocêncio
MG,SRE GUANHÃES,DOM JOAQUIM,3122603,Dom Joaquim
BA,21,DOM MACEDO COSTA,2910206,Dom Macedo Costa
RS,13º CRE (Bagé),Dom Pedrito,4306601,Dom Pedrito
MA,presidente dutra,dom pedro,2103802,Dom Pedro
RS,11º CRE (Osório),Dom Pedro de Alcântara,4306551,Dom Pedro de Alcântara
MG,SRE PONTE NOVA,DOM SILVÉRIO,3122702,Dom Silvério
MG,SRE ITAJUBÁ,DOM VIÇOSO,3122801,Dom Viçoso
ES,SRE Afonso Cláudio,Domingos Martins,3201902,Domingos Martins
PI,03ª,DOMINGOS MOURAO,2203420,Domingos Mourão
SC,Coordenadoria Regional de Educação de Ibirama,Dona Emma,4205100,Dona Emma
MG,SRE UBÁ,DONA EUSÉBIA,3122900,Dona Euzébia
RS,24º CRE (Cachoeira do Sul),Dona Francisca,4306700,Dona Francisca
PB,Guarabira,Dona Inês,2505709,Dona Inês
MG,SRE SÃO JOÃO DEL REI,DORES DE CAMPOS,3123007,Dores de Campos
MG,SRE GUANHÃES,DORES DE GUANHÃES,3123106,Dores de Guanhães
MG,SRE PARÁ DE MINAS,DORES DO INDAIÁ,3123205,Dores do Indaiá
ES,SRE Guaçuí,Dores do Rio Preto,3202009,Dores do Rio Preto
MG,SRE UBÁ,DORES DO TURVO,3123304,Dores do Turvo
MG,SRE PASSOS,DORESÓPOLIS,3123403,Doresópolis
PE,SERTÃO DO MÉDIO SÃO FRANCISCO (PETROLINA),Dormentes,2605152,Dormentes
MS,CRE 5,Douradina,5003504,Douradina
PR,UMUARAMA,DOURADINA,4107256,Douradina
SP,SAO CARLOS,DOURADO,3514304,Dourado
MG,SRE MONTE CARMELO,DOURADOQUARA,3123502,Douradoquara
MS,CRE 5,Dourados,5003702,Dourados
PR,MARINGA,DOUTOR CAMARGO,4107306,Doutor Camargo
RS,17º CRE (Santa Rosa),Doutor Maurício Cardoso,4306734,Doutor Maurício Cardoso
SC,Coordenadoria Regional de Educação de Timbó,Doutor Pedrinho,4205159,Doutor Pedrinho
RS,3º CRE (Estrela),Doutor Ricardo,4306759,Doutor Ricardo
RN,15,doutor severiano,2403202,Doutor Severiano
PR,AREA METROPOLITANA NORTE,DOUTOR ULYSSES,4128633,Doutor Ulysses
GO,CRE-IPORÁ,DOVERLÂNDIA,5207253,Doverlândia
SP,ADAMANTINA,DRACENA,3514403,Dracena
SP,BAURU,DUARTINA,3514502,Duartina
RJ,SERRANA II,Duas Barras,3301603,Duas Barras
PB,Guarabira,Duas Estradas,2505808,Duas Estradas
TO,GURUPI,Dueré,1707306,Dueré
SP,SERTAOZINHO,DUMONT,3514601,Dumont
MA,caxias,duque bacelar,2103901,Duque Bacelar
RJ,METROPOLITANA V,Duque de Caxias.,3301702,Duque de Caxias
MG,SRE MANHUAÇU,DURANDÉ,3123528,Durandé
SP,MARILIA,ECHAPORA,3514700,Echaporã
ES,SRE Barra de São Francisco,Ecoporanga,3202108,Ecoporanga
GO,CRE-MORRINHOS,EDEALINA,5207352,Edealina
GO,CRE-PALMEIRAS,EDÉIA,5207402,Edéia
AM,Sudoeste Amazonense,Eirunepé,1301407,Eirunepé
MS,CRE 8,Eldorado,5003751,Eldorado
SP,REGISTRO,ELDORADO,3514809,Eldorado
PA,Parauapebas,eldorado dos carajás,1502954,Eldorado do Carajás
RS,12º CRE (Guaíba),Eldorado do Sul,4306767,Eldorado do Sul
PI,07ª,ELESBAO VELOSO,2203503,Elesbão Veloso
SP,CAPIVARI,ELIAS FAUSTO,3514908,Elias Fausto
PI,14ª,ELISEU MARTINS,2203602,Eliseu Martins
SP,CATANDUVA,ELISIARIO,3514924,Elisiário
BA,9,Elísio Medrado,2910305,Elísio Medrado
MG,SRE VARGINHA,ELÓI MENDES,3123601,Elói Mendes
PB,Patos,Emas,2505907,Emas
SP,CATANDUVA,EMBAUBA,3514957,Embaúba
SP,TABOAO DA SERRA,EMBU DAS ARTES,3515004,Embu das Artes
SP,ITAPECERICA DA SERRA,Embu-Guaçu,3515103,Embu-Guaçu
SP,SANTO ANASTACIO,EMILIANOPOLIS,3515129,Emilianópolis
RS,3º CRE (Estrela),Encantado,4306809,Encantado
RN,15,encanto,2403301,Encanto
BA,20,ENCRUZILHADA,2910404,Encruzilhada
RS,6º CRE (Santa Cruz do Sul),Encruzilhada do Sul,4306908,Encruzilhada do Sul
PR,FRANCISCO BELTRAO,ENEAS MARQUES,4107405,Enéas Marques
PR,CAMPO MOURAO,ENGENHEIRO BELTRAO,4107504,Engenheiro Beltrão
MG,SRE GOVERNADOR VALADARES,ENGENHEIRO CALDAS,3123700,Engenheiro Caldas
SP,LIMEIRA,ENGENHEIRO COELHO,3515152,Engenheiro Coelho
MG,SRE MONTES CLAROS,ENGENHEIRO NAVARRO,3123809,Engenheiro Navarro
RJ,CENTRO-SUL,Engenheiro Paulo de Frontin,3301801,Engenheiro Paulo de Frontin
RS,39º CRE (Carazinho),Engenho Velho,4306924,Engenho Velho
MG,SRE CARATINGA,ENTRE FOLHAS,3123858,Entre Folhas
BA,18,ENTRE RIOS,2910503,Entre Rios
SC,Coordenadoria Regional de Educação de Xanxerê,Entre Rios,4205175,Entre Rios
MG,SRE CONSELHEIRO LAFAIETE,ENTRE RIOS DE MINAS,3123908,Entre Rios de Minas
PR,TOLEDO,ENTRE RIOS DO OESTE,4107538,Entre Rios do Oeste
RS,15º CRE (Erechim),Entre Rios do Sul,4306957,Entre Rios do Sul
RS,14º CRE (Santo Ângelo),Entre-ijuís,4306932,Entre-Ijuís
AM,Sudoeste Amazonense,Envira,1301506,Envira
AC,ALTO ACRE,EPITACIOLÂNDIA,1200252,Epitaciolândia
RN,9,equador,2403400,Equador
RS,15º CRE (Erechim),Erebango,4306973,Erebango
RS,15º CRE (Erechim),Erechim,4307005,Erechim
CE,CREDE 11,Ererê,2304277,Ereré
BA,12,Érico Cardoso,2900504,Érico Cardoso
SC,Coordenadoria Regional de Educação de Araranguá,Ermo,4205191,Ermo
RS,7º CRE (Passo Fundo),Ernestina,4307054,Ernestina
RS,15º CRE (Erechim),Erval Grande,4307203,Erval Grande
RS,20º CRE (Palmeira das Missões),Erval Seco,4307302,Erval Seco
SC,Coordenadoria Regional de Educação de Joaçaba,Erval Velho,4205209,Erval Velho
MG,SRE UBÁ,ERVÁLIA,3124005,Ervália
PE,MATA CENTRO (VITÓRIA DE SANTO ANTÃO),Escada,2605202,Escada
RS,23º CRE (Vacaria),Esmeralda,4307401,Esmeralda
MG,SRE METROPOLITANA B,ESMERALDAS,3124104,Esmeraldas
MG,SRE CARANGOLA,ESPERA FELIZ,3124203,Espera Feliz
PB,Campina Grande,Esperança,2506004,Esperança
RS,21º CRE (Três Passos),Esperança do Sul,4307450,Esperança do Sul
PR,UMUARAMA,ESPERANCA NOVA,4107520,Esperança Nova
PI,02ª,ESPERANTINA,2203701,Esperantina
TO,ARAGUATINS,Esperantina,1707405,Esperantina
MA,pedreiras,esperantinopolis,2104008,Esperantinópolis
PR,LARANJEIRAS DO SUL,ESPIGAO ALTO DO IGUACU,4107546,Espigão Alto do Iguaçu
RO,ESPIGÃO D' OESTE,Espigão D'Oeste,1100098,Espigão D'Oeste
MG,SRE JANAÚBA,ESPINOSA,3124302,Espinosa
RN,3,espirito santo,2403509,Espírito Santo
MG,SRE POUSO ALEGRE,ESPÍRITO SANTO DO DOURADO,3124401,Espírito Santo do Dourado
SP,SAO JOAO DA BOA VISTA,ESPIRITO SANTO DO PINHAL,3515186,Espírito Santo do Pinhal
SP,OURINHOS,ESPIRITO SANTO DO TURVO,3515194,Espírito Santo do Turvo
BA,18,ESPLANADA,2910602,Esplanada
RS,25º CRE (Soledade),Espumoso,4307500,Espumoso
RS,15º CRE (Erechim),Estação,4307559,Estação
SE,DRE01,ESTANCIA,2802106,Estância
RS,2º CRE (São Leopoldo),Estância Velha,4307609,Estância Velha
RS,27º CRE (Canoas),Esteio,4307708,Esteio
MG,SRE POUSO ALEGRE,ESTIVA,3124500,Estiva
SP,MOGI MIRIM,ESTIVA GERBI,3557303,Estiva Gerbi
MA,imperatriz,estreito,2104057,Estreito
RS,3º CRE (Estrela),Estrela,4307807,Estrela
SP,FERNANDOPOLIS,ESTRELA D'OESTE,3515202,Estrela d'Oeste
MG,SRE LEOPOLDINA,ESTRELA DALVA,3124609,Estrela Dalva
AL,3a GEE,Estrela de Alagoas,2702553,Estrela de Alagoas
MG,SRE PARÁ DE MINAS,ESTRELA DO INDAIÁ,3124708,Estrela do Indaiá
GO,CRE-PORANGATU,ESTRELA DO NORTE,5207501,Estrela do Norte
SP,MIRANTE DO PARANAPANEMA,ESTRELA DO NORTE,3515301,Estrela do Norte
MG,SRE MONTE CARMELO,ESTRELA DO SUL,3124807,Estrela do Sul
RS,24º CRE (Cachoeira do Sul),Estrela Velha,4307815,Estrela Velha
BA,17,Euclides da Cunha,2910701,Euclides da Cunha
SP,MIRANTE DO PARANAPANEMA,EUCLIDES DA CUNHA PAULISTA,3515350,Euclides da Cunha Paulista
RS,14º CRE (Santo Ângelo),Eugênio de Castro,4307831,Eugênio de Castro
MG,SRE MURIAÉ,EUGENÓPOLIS,3124906,Eugenópolis
BA,27,EUNAPOLIS,2910727,Eunápolis
CE,CREDE 01,Eusébio,2304285,Eusébio
MG,SRE JUIZ DE FORA,EWBANK DA CÂMARA,3125002,Ewbank da Câmara
MG,SRE POUSO ALEGRE,EXTREMA,3125101,Extrema
RN,1,extremoz,2403608,Extremoz
PE,SERTÃO DO ARARIPE (ARARIPINA),Exu,2605301,Exu
PB,Campina Grande,Fagundes,2506103,Fagundes
RS,16º CRE (Bento Gonçalves),Fagundes Varela,4307864,Fagundes Varela
GO,CRE-GOIÁS,FAINA,5207535,Faina
MG,SRE VARGINHA,FAMA,3125200,Fama
MG,SRE CARANGOLA,FARIA LEMOS,3125309,Faria Lemos
CE,CREDE 19,Farias Brito,2304301,Farias Brito
PA,Óbidos,faro,1503002,Faro
PR,CAMPO MOURAO,FAROL,4107553,Farol
RS,4º CRE (Caxias do Sul),Farroupilha,4307906,Farroupilha
SP,PIRAJU,FARTURA,3515400,Fartura
PI,13ª,Fartura do Piauí,2203750,Fartura do Piauí
BA,17,Fátima,2910750,Fátima
TO,PORTO NACIONAL,Fátima,1707553,Fátima
MS,CRE 5,Fátima do Sul,5003801,Fátima do Sul
PR,APUCARANA,FAXINAL,4107603,Faxinal
RS,8º CRE (Santa Maria),Faxinal do Soturno,4308003,Faxinal do Soturno
SC,Coordenadoria Regional de Educação de Xanxerê,Faxinal dos Guedes,4205308,Faxinal dos Guedes
RS,15º CRE (Erechim),Faxinalzinho,4308052,Faxinalzinho
GO,CRE-JUSSARA,FAZENDA NOVA,5207600,Fazenda Nova
PR,AREA METROPOLITANA SUL,FAZENDA RIO GRANDE,4107652,Fazenda Rio Grande
RS,3º CRE (Estrela),Fazenda Vilanova,4308078,Fazenda Vilanova
AC,TARAUACÁ / ENVIRA,FEIJÓ,1200302,Feijó
BA,2,Feira da Mata,2910776,Feira da Mata
BA,19,FEIRA DE SANTANA,2910800,Feira de Santana
AL,5a GEE,Feira Grande,2702603,Feira Grande
PE,VALE DO CAPIBARIBE (LIMOEIRO),Feira Nova,2605400,Feira Nova
SE,DRE05,FEIRA NOVA,2802205,Feira Nova
MA,balsas,feira nova do maranhao,2104073,Feira Nova do Maranhão
MG,SRE DIAMANTINA,FELÍCIO DOS SANTOS,3125408,Felício dos Santos
RN,13,Felipe Guerra,2403707,Felipe Guerra
MG,SRE ALMENARA,FELISBURGO,3125606,Felisburgo
MG,SRE CURVELO,FELIXLÂNDIA,3125705,Felixlândia
RS,2º CRE (São Leopoldo),Feliz,4308102,Feliz
AL,9a GEE,Feliz Deserto,2702702,Feliz Deserto
MT,SINOP,Feliz Natal,5103700,Feliz Natal
PR,CAMPO MOURAO,FENIX,4107702,Fênix
PR,IRATI,FERNANDES PINHEIRO,4107736,Fernandes Pinheiro
MG,SRE GOVERNADOR VALADARES,FERNANDES TOURINHO,3125804,Fernandes Tourinho
MA,barra do corda,fernando falcao,2104081,Fernando Falcão
RN,8,Fernando Pedroza,2403756,Fernando Pedroza
SP,TAQUARITINGA,FERNANDO PRESTES,3515608,Fernando Prestes
SP,FERNANDOPOLIS,FERNANDOPOLIS,3515509,Fernandópolis
SP,MARILIA,FERNAO,3515657,Fernão
SP,SUZANO,FERRAZ DE VASCONCELOS,3515707,Ferraz de Vasconcelos
AP,AP,Ferreira Gomes,1600238,Ferreira Gomes
PE,MATA NORTE (NAZARÉ DA MATA),Ferreiros,2605509,Ferreiros
MG,SRE NOVA ERA,FERROS,3125903,Ferros
MG,SRE CARANGOLA,FERVEDOURO,3125952,Fervedouro
PR,IBAITI,FIGUEIRA,4107751,Figueira
MS,CRE 4,Figueirão,5003900,Figueirão
TO,GURUPI,Figueirópolis,1707652,Figueirópolis
MT,PONTES E LACERDA,Figueirópolis D'Oeste,5103809,Figueirópolis D'Oeste
BA,25,FILADELFIA,2910859,Filadélfia
TO,ARAGUAINA,Filadélfia,1707702,Filadélfia
BA,8,Firmino Alves,2910909,Firmino Alves
GO,CRE-SÃO L. M. BELOS,FIRMINÓPOLIS,5207808,Firminópolis
AL,12a GEE,Flexeiras,2702801,Flexeiras
PR,FRANCISCO BELTRAO,FLOR DA SERRA DO SUL,4107850,Flor da Serra do Sul
SC,Coordenadoria Regional de Educação de Maravilha,Flor do Sertão,4205357,Flor do Sertão
SP,ADAMANTINA,FLORA RICA,3515806,Flora Rica
PR,MARINGA,FLORAI,4107801,Floraí
RN,9,florania,2403806,Florânia
SP,VOTUPORANGA,FLOREAL,3515905,Floreal
PE,SERTÃO DO ALTO PAJEÚ (AFOGADOS DA INGAZEIRA),Flores,2605608,Flores
RS,4º CRE (Caxias do Sul),Flores da Cunha,4308201,Flores da Cunha
GO,CRE-FORMOSA,FLORES DE GOIÁS,5207907,Flores de Goiás
PI,10ª,FLORES DO PIAUI,2203800,Flores do Piauí
PR,MARINGA,FLORESTA,4107900,Floresta
PE,SERTÃO DO SUBMÉDIO SÃO FRANCISCO (FLORESTA),Floresta,2605707,Floresta
BA,5,Floresta Azul,2911006,Floresta Azul
PA,conceição do araguaia,floresta do araguaia,1503044,Floresta do Araguaia
PI,08ª,FLORESTA DO PIAUI,2203859,Floresta do Piauí
MG,SRE PARÁ DE MINAS,FLORESTAL,3126000,Florestal
PR,LONDRINA,FLORESTOPOLIS,4108007,Florestópolis
PI,10ª,FLORIANO,2203909,Floriano
RS,15º CRE (Erechim),Floriano Peixoto,4308250,Floriano Peixoto
SC,Coordenadoria Regional de Educação de Florianópolis,Florianópolis,4205407,Florianópolis
PR,MARINGA,FLORIDA,4108106,Flórida
SP,ADAMANTINA,FLORIDA PAULISTA,3516002,Flórida Paulista
SP,ASSIS,FLORINIA,3516101,Florínea
AM,Sudoeste Amazonense,Fonte Boa,1301605,Fonte Boa
RS,25º CRE (Soledade),Fontoura Xavier,4308300,Fontoura Xavier
MG,SRE PASSOS,FORMIGA,3126109,Formiga
RS,8º CRE (Santa Maria),Formigueiro,4308409,Formigueiro
GO,CRE-FORMOSA,FORMOSA,5208004,Formosa
MA,balsas,formosa da serra negra,2104099,Formosa da Serra Negra
PR,ASSIS CHATEAUBRIAND,FORMOSA DO OESTE,4108205,Formosa do Oeste
BA,11,Formosa do Rio Preto,2911105,Formosa do Rio Preto
SC,Coordenadoria Regional de Educação de Maravilha,Formosa do Sul,4205431,Formosa do Sul
GO,CRE-PORANGATU,FORMOSO,5208103,Formoso
MG,SRE UNAÍ,FORMOSO,3126208,Formoso
TO,GURUPI,Formoso do Araguaia,1708205,Formoso do Araguaia
RS,3º CRE (Estrela),Forquetinha,4308433,Forquetinha
CE,CREDE 06,Forquilha,2304350,Forquilha
SC,Coordenadoria Regional de Educação de Criciúma,Forquilhinha,4205456,Forquilhinha
CE,SEFOR,Fortaleza,2304400,Fortaleza
MG,SRE PASSOS,FORTALEZA DE MINAS,3126307,Fortaleza de Minas
MA,balsas,fortaleza dos nogueiras,2104107,Fortaleza dos Nogueiras
RS,9º CRE (Cruz Alta),Fortaleza dos Valos,4308458,Fortaleza dos Valos
CE,CREDE 10,Fortim,2304459,Fortim
MA,presidente dutra,fortuna,2104206,Fortuna
MG,SRE SETE LAGOAS,FORTUNA DE MINAS,3126406,Fortuna de Minas
PR,FOZ DO IGUACU,FOZ DO IGUACU,4108304,Foz do Iguaçu
PR,GUARAPUAVA,FOZ DO JORDAO,4108452,Foz do Jordão
SC,Coordenadoria Regional de Educação de Videira,Fraiburgo,4205506,Fraiburgo
SP,FRANCA,FRANCA,3516200,Franca
PI,07ª,FRANCINOPOLIS,2204006,Francinópolis
PR,UMUARAMA,FRANCISCO ALVES,4108320,Francisco Alves
PI,06ª,FRANCISCO AYRES,2204105,Francisco Ayres
MG,SRE ARAÇUAÍ,FRANCISCO BADARÓ,3126505,Francisco Badaró
PR,FRANCISCO BELTRAO,FRANCISCO BELTRAO,4108403,Francisco Beltrão
RN,15,francisco dantas,2403905,Francisco Dantas
MG,SRE MONTES CLAROS,FRANCISCO DUMONT,3126604,Francisco Dumont
PI,16ª,FRANCISCO MACEDO,2204154,Francisco Macedo
SP,CAIEIRAS,FRANCISCO MORATO,3516309,Francisco Morato
MG,SRE MONTES CLAROS,FRANCISCO SÁ,3126703,Francisco Sá
PI,09ª,FRANCISCO SANTOS,2204204,Francisco Santos
MG,SRE TEÓFILO OTONI,FRANCISCÓPOLIS,3126752,Franciscópolis
SP,CAIEIRAS,FRANCO DA ROCHA,3516408,Franco da Rocha
CE,CREDE 06,Frecheirinha,2304509,Frecheirinha
RS,20º CRE (Palmeira das Missões),Frederico Westphalen,4308508,Frederico Westphalen
MG,SRE TEÓFILO OTONI,FREI GASPAR,3126802,Frei Gaspar
MG,SRE GOVERNADOR VALADARES,FREI INOCÊNCIO,3126901,Frei Inocêncio
MG,SRE GUANHÃES,FREI LAGONEGRO,3126950,Frei Lagonegro
PB,Cuité,Frei Martinho,2506202,Frei Martinho
PE,VALE DO CAPIBARIBE (LIMOEIRO),Frei Miguelinho,2605806,Frei Miguelinho
SE,DRE03,FREI PAULO,2802304,Frei Paulo
SC,Coordenadoria Regional de Educação de Curitibanos,Frei Rogério,4205555,Frei Rogério
MG,SRE UBERABA,FRONTEIRA,3127008,Fronteira
MG,SRE TEÓFILO OTONI,FRONTEIRA DOS VALES,3127057,Fronteira dos Vales
PI,16ª,FRONTEIRAS,2204303,Fronteiras
MG,SRE ARAÇUAÍ,FRUTA DE LEITE,3127073,Fruta de Leite
MG,SRE UBERABA,FRUTAL,3127107,Frutal
RN,14,frutuoso gomes,2404002,Frutuoso Gomes
ES,SRE Carapina,Fundão,3202207,Fundão
MG,SRE SETE LAGOAS,FUNILÂNDIA,3127206,Funilândia
SP,BIRIGUI,GABRIEL MONTEIRO,3516507,Gabriel Monteiro
PB,Campina Grande,Gado Bravo,2506251,Gado Bravo
SP,MARILIA,GALIA,3516606,Gália
MG,SRE GOVERNADOR VALADARES,GALILÉIA,3127305,Galiléia
RN,6,galinhos,2404101,Galinhos
SC,Coordenadoria Regional de Educação de São Lourenço do Oeste,Galvão,4205605,Galvão
PE,MATA SUL (PALMARES),Gameleira,2605905,Gameleira
GO,CRE-SILVÂNIA,GAMELEIRA DE GOIÁS,5208152,Gameleira de Goiás
MG,SRE JANAÚBA,GAMELEIRAS,3127339,Gameleiras
BA,6,Gandu,2911204,Gandu
PE,AGRESTE MERIDIONAL (GARANHUNS),Garanhuns,2606002,Garanhuns
SE,DRE07,GARARU,2802403,Gararu
SP,MARILIA,GARCA,3516705,Garça
RS,16º CRE (Bento Gonçalves),Garibaldi,4308607,Garibaldi
SC,Coordenadoria Regional de Educação de Laguna,Garopaba,4205704,Garopaba
PA,capitão Poço,Garrafão do Norte,1503077,Garrafão do Norte
RS,35º CRE (São Borja),Garruchos,4308656,Garruchos
SC,Coordenadoria Regional de Educação de Joinville,Garuva,4205803,Garuva
SC,Coordenadoria Regional de Educação de Blumenau,Gaspar,4205902,Gaspar
SP,VOTUPORANGA,GASTAO VIDIGAL,3516804,Gastão Vidigal
MT,PRIMAVERA DO LESTE,Gaúcha do Norte,5103858,Gaúcha do Norte
RS,15º CRE (Erechim),Gaurama,4308706,Gaurama
BA,15,GAVIAO,2911253,Gavião
SP,ARARAQUARA,GAVIAO PEIXOTO,3516853,Gavião Peixoto
PI,09ª,Geminiano,2204352,Geminiano
RS,12º CRE (Guaíba),General Câmara,4308805,General Câmara
MT,BARRA DO GARÇAS,General Carneiro,5103908,General Carneiro
PR,UNIAO DA VITORIA,GENERAL CARNEIRO,4108502,General Carneiro
SE,DRE04,GENERAL MAYNARD,2802502,General Maynard
SP,FERNANDOPOLIS,GENERAL SALGADO,3516903,General Salgado
CE,CREDE 07,General Sampaio,2304608,General Sampaio
RS,7º CRE (Passo Fundo),Gentil,4308854,Gentil
BA,1,Gentio do Ouro,2911303,Gentio do Ouro
SP,LINS,GETULINA,3517000,Getulina
RS,15º CRE (Erechim),Getúlio Vargas,4308904,Getúlio Vargas
PI,15ª,GILBUES,2204402,Gilbués
AL,5a GEE,Girau do Ponciano,2702900,Girau do Ponciano
RS,17º CRE (Santa Rosa),Girua,4309001,Giruá
MG,SRE MONTES CLAROS,GLAUCILÂNDIA,3127354,Glaucilândia
SP,BIRIGUI,GLICERIO,3517109,Glicério
BA,24,GLORIA,2911402,Glória
MT,CÁCERES,Glória D'Oeste,5103957,Glória D'Oeste
MS,CRE 5,Glória de Dourados,5004007,Glória de Dourados
PE,MATA CENTRO (VITÓRIA DE SANTO ANTÃO),Glória do Goitá,2606101,Glória do Goitá
RS,28º CRE (Gravataí),Glorinha,4309050,Glorinha
MA,ze doca,godofredo viana,2104305,Godofredo Viana
PR,IVAIPORA,GODOY MOREIRA,4108551,Godoy Moreira
MG,SRE GOVERNADOR VALADARES,GOIABEIRA,3127370,Goiabeira
MG,SRE JUIZ DE FORA,GOIANÁ,3127388,Goianá
PE,MATA NORTE (NAZARÉ DA MATA),Goiana,2606200,Goiana
GO,CRE-ANÁPOLIS,GOIANÁPOLIS,5208400,Goianápolis
GO,CRE-CATALÃO,GOIANDIRA,5208509,Goiandira
GO,CRE-GOIANÉSIA,GOIANÉSIA,5208608,Goianésia
PA,tucuruí,Goianésia do Pará,1503093,Goianésia do Pará
GO,CRE-GOIÂNIA,GOIÂNIA,5208707,Goiânia
RN,2,goianinha,2404200,Goianinha
GO,CRE-INHUMAS,GOIANIRA,5208806,Goianira
TO,GUARAI,Goianorte,1708304,Goianorte
GO,CRE-GOIÁS,GOIÁS,5208905,Goiás
TO,ARAGUAINA,Goiatins,1709005,Goiatins
GO,CRE-GOIATUBA,GOIATUBA,5209101,Goiatuba
PR,GOIOERE,GOIOERE,4108601,Goioerê
PR,GUARAPUAVA,GOIOXIM,4108650,Goioxim
MG,SRE ITAJUBÁ,GONÇALVES,3127404,Gonçalves
MA,presidente dutra,goncalves dias,2104404,Gonçalves Dias
BA,22,GONGOGI,2911501,Gongogi
MG,SRE GUANHÃES,GONZAGA,3127503,Gonzaga
MG,SRE DIAMANTINA,GOUVEIA,3127602,Gouveia
GO,CRE-QUIRINÓPOLIS,GOUVELÂNDIA,5209150,Gouvelândia
MA,presidente dutra,governador archer,2104503,Governador Archer
SC,Coordenadoria Regional de Educação de Florianópolis,Governador Celso Ramos,4206009,Governador Celso Ramos
RN,12,governador dix-sept rosado,2404309,Governador Dix-Sept Rosado
MA,imperatriz,governador edison lobao,2104552,Governador Edison Lobão
MA,presidente dutra,governador eugenio barros,2104602,Governador Eugênio Barros
RO,JARU,Governador Jorge Teixeira,1101005,Governador Jorge Teixeira
ES,SRE Colatina,Governador Lindenberg,3202256,Governador Lindenberg
MA,presidente dutra,Governador Luiz Rocha,2104628,Governador Luiz Rocha
BA,21,GOVERNADOR MANGABEIRA,2911600,Governador Mangabeira
